Clinical Information,Bibliographic Information,,,,,,Recording Information,,,Analysis Information,,Dataset Information,,,,Method Information,,,,Results Information,,,,,,,,
Disorder,Authors,Year,Month,DOI,Title,Journal,Data,Analyzed Data,Amount of Data,Design,Analysis,# Patients,Patient Ages,# Control,Control Ages,Fit Method,Fit Range,Report Settings,Report GOF,Clinical EXP,Control EXP,Reported Finding for Aperiodic Exponent,Report Effects Size,Effect Size Measure,Effects Size,Biomarker,Interpretation,Notes
Parkinson’s,Clark et al,2023,4,10.1016/j.parkreldis.2023.105397,Aperiodic subthalamic activity predicts motor severity and stimulation response in Parkinson disease,Parkinsonism & Related Disorders,DBS,intraoperative,10s,within,symptoms,19,59.6 +/- 6.4,-,-,specparam,2-50,no,no,2.01 +/- 0.46,-,∅ w motor symptoms,no,-,-,yes,E/I ratio,"Main approach: compare to clinical scales, also analyses beta activity. Reports beta relates better to scores, but using both together works best. "
Parkinson’s,Darmani et al,2023,2,10.1002/mds.29276,Long‐Term Recording of Subthalamic Aperiodic Activities and Beta Bursts in Parkinson's Disease,Movement Disorders,DBS,resting,5m,within,"treatment prognosis",10,[47-69],-,-,irasa,13-35,yes,-,-,-,"∅ on vs. off medication ⬆︎ over time with DBS",no,-,-,yes,E/I ratio,Longitudinal analysis of patients after DBS implantation. Also report no significant effect of medication on the exponent (comparing ON vs OFF pharmacological treatment). 
Parkinson’s,Gimenez-Aparisi et al,2023,10,10.1016/j.heliyon.2023.e20625,Early detection of Parkinson's disease: Systematic analysis of the influence of the eyes on quantitative biomarkers in resting state electroencephalography,Heliyon,EEG,resting,2m,between,diagnostic,13,68 +/- 7.4,20,68 +/- 6.0,Colombo,2.5-45,-,-,unclear,unclear,⬆︎ clinical vs. control,yes,cohen’s-d,1.22,yes,E/I ratio,Key point of the paper is to investigate EEG markers comparing between eyes open and eyes closed data. Difference of exponent is specific to eyes open data. Patients recordings from medication off timepoints. Also correlates aperiodic exponent to clinical scores.
Parkinson’s,Helson et al,2023,7,10.1038/s41531-023-00553-6,Cortex-wide topography of 1/f-exponent in Parkinson’s disease,NPJ Parkinson's Disease,MEG,resting,8m,between,diagnostic,17,[41-85],20,[54-76],specparam,1-45,yes,yes,unclear,unclear,"⬆︎ clinical vs. control ∅ on vs. off medication",no,-,-,no,E/I ratio,Key part of this report is analyzing exponent across the cortex - do regional analyses and examine spatial variation. Report no correlation of exponent with clinical measures. Report a correlation of exponent with age.
Parkinson’s,"Rosenblum, Shiner et al",2023,8,10.1007/s00415-023-11728-9,Decreased aperiodic neural activity in Parkinson’s disease and dementia with Lewy bodies,Journal of Neurology,EEG,resting,5m,between,diagnostic,"22 21","73.4 +/- 6.1 71.7 +/- 5.1",28,70.8 +/- 5.6,irasa,1-26,no,no,unclear,unclear,"⬆︎ Parkinson’s vs. controls ⬆︎ DLB vs. Parkinson’s",yes,cohen’s-d,"0.723 0.623",yes,E/I ratio,Multiple different clinical groups: dementia with Lewy bodies (n=21); Parkinsons (n=28); MCI (n=27). Also analyze and compare to Lempel-Ziv complexity. Report exponent values as z-scores.
Parkinson’s,"Wiesman, Da Silva Castanheira et al",2023,12,10.1016/j.pneurobio.2023.102538,Adverse and compensatory neurophysiological slowing in Parkinson’s disease,Progress in Neurobiology,MEG,resting,5m,between,diagnostic,79,64.60 +/- 8.21,65,63.02 +/- 8.13,specparam,2-40,yes,no,unclear,unclear,"⬆︎ clinical vs. control ⬆︎ ~worse clinical scores",no,-,-,no,slowing,"Setup of the report is about slowing in Parkinson’s disease. Are multiple measures and comparisons, including comparisons to neurochemical system gradients. Analyze both periodic and aperiodic measures of ‘slowing’ (is sometimes a little unclear which measures are which)."
Parkinson’s,"Wiest, Torrecillos et al",2023,2,10.7554/eLife.82467,The aperiodic exponent of subthalamic field potentials reflects excitation/inhibition balance in Parkinsonism,eLife,DBS,resting,1m,within,treatment,24,unclear,-,-,specparam,"40-90 10-50",yes,yes,-,-,"⬆︎ on vs. off medication ⬆︎ w stimulation [DBS]",yes,cohen’s-d,"0.60 1.23",yes,E/I ratio,"Paper also includes a dataset and analysis of rat, examining spiking activity in relation to aperiodic activity. Dataset is 24 total, but not all subjects in all analyses - report 17 participants in each of the medication & DBS comparisons. Use different fit ranges for different analyses - including different analyses for rat study and an analysis of beta. "
Parkinson’s,Wu et al,2023,2,10.3389/fnagi.2023.1114466,Profiling the low-beta characteristics of the subthalamic nucleus in early- and late-onset Parkinson’s disease,Frontiers in Aging Neuroscience,DBS,intraoperative,3m 8s,between,diagnostic,61,43.6 +/- 6.3,-,-,specparam,2-45,yes,no,1.92 +/- 0.25,-,⬇︎ early onset vs. late onset,no,-,-,yes,E/I ratio,"Comparison of two clinical groups - early onset (n=31, age 43.6 +/- 6.3) and late onset (n=31, age: 60.0 +/- 6.0) Parkinson’s. Also found correlations with age in their patients - unclear if this is a confound. Report also analyzes beta activity. Do report exponent values per group: 1.92 +/- 0.25 for early; 2.00 +/- 0.16 for late."
Parkinson’s,Bush et al,2024,5,10.1093/cercor/bhae186,Aperiodic components of local field potentials reflect inherent differences between cortical and subcortical activity,Cerebral Cortex,DBS,intraoperative,4m 12s,between,symptoms,29,65.6 +/- 7.1,-,-,specparam,1-50,yes,yes,-,-,⬆︎ ~worse clinical scores,no,-,-,yes,unstated,"Are multiple different clinical groups: 34 Parkinson’s DBS (29 STN and 5 GPi) and 22 essential tremor. Data is intraoperative, taking the baseline data from a speech task. Report includes creating and using a customization of specparam that decorrelates offset and exponent. Fits includes knees. Main analyses about cortex vs. thalamus. The correlation with symptoms is specific to cortical regions (and not seen in basal ganglia regions). Do multiple other analyses, including comparing across regions - report a steeper exponent in the cortex as compared to STN."
Parkinson’s,da Silva Castanheira et al,2024,7,10.1016/j.ebiom.2024.105201,The neurophysiological brain-fingerprint of Parkinson’s disease,eBioMedicine,MEG,resting,5m,between,diagnostic,79,64.63 +/- 8.66,54,61.98 +/- 8.89,specparam,2-40,yes,no,-,-,reduced differentiation clinical individuals vs. controls,no,-,-,yes,E/I ratio,"Analyses are a ‘brain fingerprint’ composite score, and not differentiated by aperiodic features specifically. Also includes a secondary control dataset (CAMCAN). Overall, can differentiate individuals from ‘brain fingerprints’ - but less well in clinical vs. control patients. Do analyses for ‘full spectrum’, ‘arrhythmic spectrum’, and ‘rhythmic spectrum’ - results reported in table are for arrhythmic only. In follow up analyses, show that clinical group has reduced similarity of aperiodic measures over time (more temporal variability aperiodic activity in Parkinsons). "
Parkinson’s,Joshi et al,2024,2,10.1101/2024.02.16.24301952,Electrophysiological Correlates of Dynamic Cycling in Parkinson’s Disease,preprint,DBS,resting,3m 30s,within,prognosis,7,68.6 +/- 9.2,-,-,specparam,4-60,no,no,-,-,Δ w exercise training,no,-,-,no,E/I ratio,"Main analysis design is bike / exercise program, over time. Record DBS data in relation to cycling program (not during cycling). Look at short term and long term effects. Are no short term effects. Report per subject analyses - some subjects have increases, some decreases in exponent related to training."
Parkinson’s,"Liu, Guang et al",2024,6,10.1038/s41531-024-00737-8,Subthalamic nucleus input-output dynamics are correlated with Parkinson’s burden and treatment efficacy,NPJ Parkinson's Disease,DBS,intraoperative,4s,within,region,146,62.03 +/- 9.63,-,-,specparam,3-70,yes,yes,-,-,Δ across STN sub-regions,no,-,-,yes,E/I ratio,"Looking into regional differences around the sub thalamic nucleus, including comparing the LFP to the spike discharge rate (SPK - field from range 300-6000 Hz). Report a difference in aperiodic parameters measured between LFP and SPK. Exponent of pre-STN is larger than sub thalamic regions. Also relate physiological measures to clinical measures - report significant prediction from aperiodic parameters. "
Parkinson’s,McKeown et al,2024,4,10.1111/psyp.14478,Medication‐invariant resting aperiodic and periodic neural activity in Parkinson's disease,Psychophysiology,EEG,resting,unclear,between,"diagnostic treatment",26,71.5 [68-76],26,69 [64-75.5],specparam,2-40,yes,yes,unclear,unclear,"⬆︎ clinical vs. control ∅ on vs. off medication",yes,cohen’s-d,0.73,yes,E/I ratio,"Also analyze oscillatory activity, with the goal of examining if / to what extent aperiodic differences can explain away differences in oscillatory features. "
Parkinson’s,Monchy et al,2024,9,10.1093/braincomms/fcae306,Changes in electrophysiological aperiodic activity during cognitive control in Parkinson's disease,Brain Communications,EEG,task,1s,between,diagnostic,29,60.4 +/- 7.3,30,61.7 +/- 7.3,specparam,1-40,yes,yes,unclear,unclear,∅ clinical vs. control,no,-,-,yes,E/I ratio,Do report higher offset’s in patients in parieto-occipital regions. Report no correlation between aperiodic activity and behavior or clinical features. Task data: Simon task. Also analyze some resting state data.
Parkinson’s,Pardo-Valencia et al,2024,1,10.1113/JP284768,Oscillatory vs. non‐oscillatory subthalamic beta activity in Parkinson's disease,The Journal of Physiology,DBS,resting,2m 26s,within,treatment,21,56.5 +/- 9.6,-,-,specparam,1-95,no,no,-,-,∅ on vs. off medication,yes,cohen’s-d,0.033,yes,E/I ratio,"Looking into oscillatory (including burst measures) and non-oscillatory features in Parkinsons, including with autoregressive modeling. Key part is looking at how aperiodic activity impacts measures of beta. Appear to be some customizations of the specparam fitting procedure. Do not see correlation between aperiodic measures and motor symptoms."
Parkinson’s,Peng et al,2024,2,10.3389/fcell.2024.1370287,Subthalamic nucleus dynamics track microlesion effect in Parkinson’s disease,Frontiers in Cell and Developmental Biology,DBS,resting,3m,within,prognosis,15,[47-74],-,-,specparam,1-38,yes,yes,-,-,⬇︎ over time / after surgery,no,-,-,no,E/I ratio,"Goal is to examine micro lesion effect (MLE) - the alleviation of symptoms following electrode implantation. Main analysis - looking at recordings over time, post DBS implantation (2 days and 1 month after). Also look at the impact of medication."
Parkinson’s,"Vinding, Waldthaler et al",2024,3,10.1038/s41531-024-00669-3,Oscillatory and non-oscillatory features of the magnetoencephalic sensorimotor rhythm in Parkinson’s disease,NPJ Parkinson's Disease,MEG,resting,3m,between,diagnostic,78,65.6 +/- 9.5,60,63.93 +/- 8.4,specparam,0.5-40,yes,yes,unclear,unclear,⬆︎ clinical vs. control,no,-,-,yes,E/I ratio,Report is largely about beta activity. Was not a relationship between aperiodic activity and motor / clinical measures. Do report bayes factors and model beta parameters for comparisons.
Parkinson’s,"Wiesman, Madge et al",2024,9,10.1093/brain/awae295,Associations between neuromelanin depletion and cortical rhythmic activity in Parkinson's disease,Brain,MEG,resting,5m,between,diagnostic,58,unclear,65,unclear,specparam,2-40,yes,no,unclear,unclear,⬆︎ clinical vs. control,no,-,-,yes,E/I ratio,Goal is to look at cell death in Parkinsons - also have structural MRI measures. Mainly about oscillations and other measures. Report that the group difference in exponent did not relate to degeneration measures.  
Parkinson’s,Sayfulina et al,2024,12,10.1111/ejn.16648,Periodic and Aperiodic Components of Subthalamic Nucleus Activity Reflect Different Aspects of Motor Impairment in Parkinson's Disease,European Journal of Neuroscience,DBS,resting,2m 10s,within,treatment,14,51.9 +/- 8.9,-,-,specparam,2-49,yes,no,unclear,unclear,"⬆︎ on vs. off medication Δ w treatment ~ motor symptoms",no,-,-,yes,E/I ratio,Medication is Levodopa administration. Approximate exponent values are visible in figures (~1.75-2.1).
,,Schizophrenia,,,,,,,,,,,,,,,,,,,,,,,,,,
Schizophrenia,Molina et al,2020,6,10.1016/j.bpsc.2020.02.004,Memantine Effects on Electroencephalographic Measures of Putative Excitatory/Inhibitory Balance in Schizophrenia,Biological Psychiatry,EEG,task,500ms,"between within","diagnostic treatment",36,36.5 (0.4),31,28 (0.5),specparam,4-50,no,no,unclear,unclear,"⬆︎ clinical vs. control ⬇︎ on vs. off medication",yes,cohen’s-d,0.64,yes,E/I ratio,Analyzed data is from an oddball task.
Schizophrenia,Racz et al,2021,5,10.1002/brb3.2047,Separating scale‐free and oscillatory components of neural activity in schizophrenia,Brain and Behavior,EEG,resting,1m 5s,between,diagnostic,14,28.1 +/- 3.7,14,27.75 +/- 3.15,irasa,multiple,yes,-,unclear,unclear,∅ clinical vs. control,yes,unclear,-,yes,criticality,Results are not very clearly presented. Exponent ranges: 1-13 Hz & 13-30 Hz. Say they compute effect size but do not specify which measure. Also discusses results / interpretation in relation to autocorrelation.
Schizophrenia,Jacob et al,2023,9,10.1093/schbul/sbad014,The Scanner as the Stimulus: Deficient Gamma-BOLD Coupling in Schizophrenia at Rest,Schizophrenia Bulletin,EEG,resting,6m,between,diagnostic,57,35.6 +/- 13.9,46,38.3 +/- 15.1,specparam,1-50,no,no,unclear,unclear,∅ clinical vs. control,no,-,-,yes,E/I ratio,Data is EEG-fMRI data. Key part of paper is examining if being in the fMRI scanner impacts brain responses / recordings.
Schizophrenia,Peterson et al,2023,7,10.1177/15500594231165589,Aperiodic Neural Activity is a Better Predictor of Schizophrenia than Neural Oscillations,Clinical EEG and Neuroscience,EEG,task,3s,between,diagnostic,24,[19-38],36,[19-41],specparam,4-50,no,no,1.31 +/- 0.40,1.17 +/- 0.31,⬆︎ clinical vs. control,no,-,-,yes,E/I ratio,Data is from a target detection task.
Schizophrenia,Spencer et al,2023,5,10.3389/fnhum.2023.1130897,The contribution of gamma bursting to spontaneous gamma activity in schizophrenia,Frontiers in Human Neuroscience,EEG,task,500ms,between,diagnostic,24,46.0 +/- 9.1,24,44.1 +/- 7.3,specparam,unclear,yes,no,unclear,unclear,⬇︎ clinical vs. control,no,-,-,no,E/I ratio,Power spectra were fit with a knee. Main analyses are gamma power and burst dynamics. Fit range appears to be ~0-90 Hz. Task: auditory steady state stimulation.
Schizophrenia,Boudewyn et al,2024,4,10.1093/schbul/sbae038,Assessing Trial-by-Trial Electrophysiological and Behavioral Markers of Attentional Control and Sensory Precision in Psychotic and Mood Disorders,Schizophrenia Bulletin,EEG,task,1s 500ms,between,diagnostic,58,37.28 +/- 11.6,98,35.46 +/- 10.26,specparam,unclear,no,no,-,-,∅ clinical vs. control,no,-,-,yes,E/I ratio,Study also includes additional clinical groups: MDD (n=51) and bipolar (n=42). Main analyses are about changes in attentional control. Report that aperiodic exponent relates to subsequent errors (with no differences across groups). Frequency ranges looks to be ~1-50 Hz.
Schizophrenia,Earl et al,2024,10,10.1016/j.brainres.2024.149052,Exploring aperiodic activity in first episode schizophrenia spectrum psychosis: A resting-state EEG analysis,Brain Research,EEG,resting,5m,between,diagnostic,43,22.40 +/- 5.17,23,21.33 +/- 3.95,specparam,3-50,yes,yes,1.57 +/- 0.29,1.67 +/- 0.29,∅ clinical vs. control,yes,cohen’s-d,0.36,no,E/I ratio,Clinical patients are first-episode schizophrenia spectrum psychosis patients.
Schizophrenia,Arazi et al,2024,7,10.1101/2024.07.15.603513,Large-scale Dynamical Fingerprints of Distributed Synaptic Alterations in Early-Stage Psychosis,preprint,MEG,resting,5m,between,diagnostic,32,24 [18-34],45,23 [18-32],specparam,1-65,yes,no,unclear,unclear,Δ clinical vs. control across regions,no,-,-,yes,E/I ratio,"This report is a broad investigation including 2 datasets (one with high-risk - n=117, first episode psychosis - n=32 and controls - n=45) and another with pharmacological manipulation. Also examine parameters across space, and relate to other features such as receptor density maps and anatomical measures. Spectral models were fit with a knee. Also report effects of pharmacology on exponent. The main comparison between groups is consistent when comparing to the first episode psychosis or high risk group - both show a pattern of changes across space, but not a simple higher or lower difference (different patterns in frontal vs posterior regions). Also note that the topography of difference seems to relate to GABA receptors."
,,Stroke,,,,,,,,,,,,,,,,,,,,,,,,,,
Stroke,Zappasodi et al,2014,6,10.1371/journal.pone.0100199,Fractal Dimension of EEG Activity Senses Neuronal Impairment in Acute Stroke,PLoS ONE,EEG,resting,5m,between,diagnostic,36,73.0 +/- 8.6,19,71.1 +/- 6.3,regression,0.5-45,-,-,1.47 +/- 0.37,1.22 +/- 0.32,⬆︎ clinical vs. control,no,-,-,no,unstated,This paper is mostly about Fractal Dimension measures - but also computes and reports on the power law exponent. 
Stroke,"Wilkinson, Burrell et al",2020,10,10.1038/s41598-020-75379-w,Predicting stroke severity with a 3-min recording from the Muse portable EEG system for rapid diagnosis of stroke,Scientific Reports,EEG,resting,3m,between,diagnostic,16,66 [19-91],9,-,specparam,0.5-30,yes,no,-,-,∅ clinical vs. control,no,-,-,no,unstated,"Study is on the use of the MUSE consumer-grade EEG system for clinical use. Do not report age summary information separately by group. Analysis is across ‘severities’ including stroke to control, and different stroke severities to each other. "
Stroke,"Lanzone, Colombo et al",2022,5,10.1016/j.clinph.2022.02.022,EEG spectral exponent as a synthetic index for the longitudinal assessment of stroke recovery,Clinical Neurophysiology,EEG,resting,10m,"between within within","diagnostic region prognosis",18,72 +/- 9.5,16,68 +/- 10,Colombo,1-40,-,-,1.48 +/- 0.27,1.12 +/- 0.24,"⬆︎ clinical vs. control ⬆︎ affected hemisphere ⬇︎ over time",no,-,-,no,slowing,Longitudinal study of stroke recovery.
Stroke,Johnston et al,2023,-,10.1016/j.nicl.2022.103277,Spectral slowing in chronic stroke reflects abnormalities in both periodic and aperiodic neural dynamics,NeuroImage: Clinical,MEG,resting,5m,"between within","diagnostic region",23,63.4 +/- 13.0,23,66.9 +/- 10.4,specparam,1-50,yes,no,0.92 +/- 0.12,unclear,"⬆︎ clinical vs. control ⬆︎ affected hemisphere",yes,z-score,-,no,slowing,"Also compare exponent measures to outcome measures, and compare between different measures."
Stroke,"Lanzone, Zulueta et al",2024,3,10.3389/fneur.2024.1329044,Spectral exponent assessment and neurofilament light chain: a comprehensive approach to describe recovery patterns in stroke,Frontiers in Neurology,EEG,resting,5m,within,"region prognosis",13,74.7 +/- 8.8,-,-,Colombo,1-20,-,-,-,-,"⬆︎ affected hemisphere  ⬇︎ over time",yes,z-score,-,yes,slowing,Main analyses relate to Neurofilament Light Chain blood levels. Also report that EEG measures correlated with clinical scores.
Stroke,Albertson et al,2024,11,10.1101/2024.11.07.622359,Stroke and Motor Recovery are Associated with Regional and Age-Specific Changes in Periodic and Aperiodic Cortical Activity,preprint,EEG,resting,2m,"between within within","diagnostic region symptoms",61,[23-86],234,[18-83],specparam,2-25,yes,yes,1.34 +/- 0.2,0.77 +/- 0.2,"⬆︎ clinical vs. control ⬆︎ affected hemisphere ⬆︎ ~better scores motor outcomes",no,-,-,yes,E/I ratio,"Analyzed data is available data from previous projects / papers (1 clinical stroke dataset and 3 control datasets). Also showed age-related changes in the 1/f within each group, and report an interaction between exponent and age and stroke in the clinical group. Report exponent values per age group - values in the table are the oldest group. Do additional analyses relating to stroke location including by channel group and relating to MRI measures. Symptoms measure is ‘box and block’ test - is also an interaction with age. "
Stroke,Johnston et al,2024,9,10.1073/pnas.2409345121,Secondary thalamic dysfunction underlies abnormal large-scale neural dynamics in chronic stroke,Proceedings of the National Academy of Sciences,MEG,resting,5m,between,diagnostic,18,61 +/- 13,23,66.9 +/- 10.4,specparam,1-50,yes,no,unclear,unclear,⬆︎ clinical vs. control,no,-,-,no,E/I ratio,"Report is mostly about using a model to investigate underlying physiological changes in stroke, fit to MEG data - most of the results are about comparing model fit parameters rather than features of the data itself. The data seems to overlap with that in Johnston et al, 2023.  "
,,Sleep Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,
Insomnia,Andrillon et al,2020,2,10.1016/j.sleep.2019.12.002,Revisiting the value of polysomnographic data in insomnia: more than meets the eye,Sleep Medicine,EEG,sleep,6h 40m,between,diagnostic,347,45.7 (SEM: 0.8),89,34.5 (1.3),specparam,unclear,no,no,unclear,unclear,⬇︎ clinical vs. control,no,-,-,no,E/I ratio,Are some clinical subgroups within the insomnia group. Seems like the frequency range is probably 0.5-20 Hz.
NREM parasomnia,Pani et al,2021,3,10.1111/jsr.13339,Sleep‐related hypermotor epilepsy and non‐rapid eye movement parasomnias: Differences in the periodic and aperiodic component of the electroencephalographic power spectra,Journal of Sleep Research,EEG,sleep,4m 10s,between,diagnostic,16,29.5 +/- 10.7,-,-,specparam,0.5-50,no,no,-,-,⬆︎ NREM parasomnia vs SHE,yes,biserial rank correlation,-,yes,unstated,Two different clinical groups: sleep-related hyper motor epilepsy (SHE; n=15) and NREM parasomnias (n=15). Exponent effect is higher in NREM over SHE.
REM sleep behavior disorder,Roascio et al,2022,1,10.1093/sleep/zsab232,Phase and amplitude electroencephalography correlations change with disease progression in people with idiopathic rapid eye-movement sleep behavior disorder,Sleep,EEG,resting,22m,"between within","diagnostic prognosis",18,69.7 +/- 7.5,10,68.6 +/- 12.1,specparam,1-30,no,no,unclear,unclear,"∅ clinical vs. control ∅ within subject timepoints",no,-,-,yes,unstated,"Follow prognosis of patients with NREM disorder, and follow through to future diagnoses (4 convert to Parkinsons or dementia)."
REM sleep behavior disorder,Hernandez et al,2024,3,10.1093/sleep/zsae074,EEG rhythmic and arrhythmic spectral components and functional connectivity at resting state may predict the development of synucleinopathies in idiopathic REM sleep behavior disorder,Sleep,EEG,resting,1m 36s,within,prognosis,81,66.89 +/- 6.91,-,-,Bódizs,0.5-32,-,-,-,-,⬆︎ patients who convert,no,-,-,yes,E/I ratio,Patients who converted were diagnosed with Parkinson’s disease (n=22) and dementia with levy bodies (n=12).
,,Genetic Disorders,,,,,,,,,,,,,,,,,,,,,,,,,,
22q.11.2 Deletion Syndrome,Donnelly et al,2022,8,10.7554/eLife.75482,"Sleep EEG in young people with 22q11.2 deletion syndrome: A cross-sectional study of slow-waves, spindles and correlations with memory and neurodevelopmental symptoms",eLife,EEG,sleep,7h 36m,between,diagnostic,28,14.6 +/- 34,17,13.7 +/- 3.4,irasa,0.25-20,no,-,unclear,unclear,∅ clinical vs. control,no,-,-,yes,unstated,Control group is the unaffected siblings of the clinical group. Dataset is all night data - but unclear how much data per subject / stage was analyzed. 
CDKL5 Deficiency Disorder,"Saby, Mulcahey, Zavez et al",2022,7,10.1093/braincomms/fcac197,Electrophysiological biomarkers of brain function in CDKL5 deficiency disorder,Brain Communications,EEG,resting,10m 27s,between,diagnostic,26,8.5 (IQR: 6.1),18,5.4 [1.4-25.4],regression,unclear,-,-,unclear,unclear,⬆︎ clinical vs. control,no,-,-,yes,unstated,Actual exponent values appear to be quite low (~0.05 to 0.15). 
Down Syndrome,Geiger et al,2024,10,10.1016/j.nbd.2024.106643,Alterations in aperiodic and periodic EEG activity in young children with Down syndrome,Neurobiology of Disease,EEG,video,2m,between,diagnostic,29,2.42 +/- 0.77,87,2.48 +/- 0.89,specparam,2-55,yes,yes,unclear,unclear,⬇︎ clinical vs. control,no,-,-,no,E/I ratio,"Are two different control groups - an age matched (n=29), and a cognitively matched one (n=58). Do report effect sizes for other measures, but not for the exponent."
Fragile X,"Wilkinson, Nelson et al",2021,12,10.1186/s13229-021-00425-x,Increased aperiodic gamma power in young boys with Fragile X Syndrome is associated with better language ability,Molecular Autism,EEG,resting,2m,between,diagnostic,11,4.46 +/- 1.34,24,3.96 +/- 1.09,specparam,2-55,yes,no,unclear,unclear,⬇︎ clinical vs. control,no,-,-,yes,E/I ratio,"Are two different control groups - an age matched (n=12), and a cognitively matched one (n=12). Although they report a decreased exponent as if it’s a finding, it would appear that the statistics are not  significant."
NF1,Carter Leno et al,2022,12,10.1186/s13229-022-00526-1,Infant excitation/inhibition balance interacts with executive attention to predict autistic traits in childhood,Molecular Autism,EEG,video,3m,between,diagnostic,21,0.90 +/- 0.05,24,0.89 +/- 0.04,specparam,1-10,yes,yes,unclear,unclear,⬆︎ clinical vs. control,yes,cohen’s f^2,0.04,no,E/I ratio,"Study includes multiple datasets / analyses - all of infants, including at risk participants. As a key analysis, NF1 is ‘neurofibromatosis type’, which is a single-gene disorder. Multiple datasets: control group (n=24), NF1 mutation (n=21), at-risk ASD (n=67), at-risk ADHD (n=24), at-both both ASD & ADHD (n=19). Also do ‘at-risk’ analyses for prediction of childhood symptom / traits - report that higher aperiodic exponent was related to higher levels of autism traits in those with lower levels of executive attention. "
Rett Syndrome,Roche et al,2019,12,10.1186/s11689-019-9275-z,Electroencephalographic spectral power as a marker of cortical function and disease severity in girls with Rett syndrome,Journal of Neurodevelopmental Disorders,EEG,resting,5m,between,diagnostic,57,4.25 [1.92-10.92],37,3.67 [1.92-10.25],regression,2-24,-,-,unclear,unclear,⬆︎ clinical vs. control,yes,z-score,-3.765,yes,E/I ratio,Also do some analyses relating spectral features to symptoms.
Rett Syndrome,"Saby, Mulcahey, Benke et al",2024,7,10.1002/ana.26948,Electroencephalographic Correlates of Clinical Severity in the Natural history study of RTT and Related Disorders,Annals of Neurology,EEG,resting,11m 30s,between,diagnostic,60,11.6 +/- 7.2,26,10.6 [1.4-42.9],regression,2-20,-,-,unclear,unclear,⬆︎ clinical vs. control,yes,eta-squared,0.092,yes,slowing,Actual exponent values appear to be quite low (~0.05 to 0.15). Also report that exponent measures correlate with clinical severity.
STXBP1,Houtman et al,2021,12,10.3389/fphys.2021.775172,STXBP1 Syndrome Is Characterized by Inhibition-Dominated Dynamics of Resting-State EEG,Frontiers in Physiology,EEG,resting,3m,between,diagnostic,14,[2-14],50,[2-16],specparam,1-30,yes,yes,unclear,unclear,⬆︎ clinical vs. control,no,-,-,no,E/I ratio,Are multiple distinct datasets aggregated for the analyses. This makes demographics features like age across the whole group a little unclear. 
Tuberous Sclerosis Complex,Clements et al,2024,6,10.21203/rs.3.rs-4543112/v1,Resting state EEG in young children with Tuberous Sclerosis Complex,preprint,EEG,resting,2m,between,diagnostic,49,1.85 +/- 0.62,49,1.92 +/- 0.68,specparam,2-55,yes,no,unclear,unclear,∅ clinical vs. control,no,-,-,yes,unstated,Do report a difference in offset between groups. Also examine effects of medication.
,,Neurodegenerative Diseases,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS,Trubshaw et al,2024,5,10.1093/braincomms/fcae164,The cortical neurophysiological signature of amyotrophic lateral sclerosis,Brain Communications,MEG,resting,8m,between,diagnostic,36,62 +/- 10,51,60 +/- 13,specparam,1-70,yes,no,unclear,unclear,⬇︎ clinical vs. control,no,-,-,yes,E/I ratio,Also do a prediction analysis to predict clinical scores from neurophys features. The lower exponent in ALS patients also correlates with increased disability. Also discusses the aperiodic measure as a relating to complexity.
Huntington’s,"Davis, Fitzgerald et al",2023,7,10.1016/j.brainres.2023.148379,Effects of medial prefrontal transcranial alternating current stimulation on neural activity and connectivity in people with Huntington’s disease and neurotypical controls,Brain Research,EEG,resting,3m,within,treatment,22,43.64 +/- 10.61,20,47.40 +/- 13.90,eBOSC,unclear,-,-,-,-,⬇︎ w stimulation [tACS],no,-,-,no,E/I ratio,"Main topic is investigating tACS given to the mPFC. Each participant had three 20 minute tACS sessions (different frequencies). The clinical group includes 11 in late premanifest and 11 in early premanifest stages of the disease. Clinical age listed is late premanifest - is similar but different age range for the early manifest subgroup. Also analyze a series of oscillatory measures. In the control group, see instead a steepening of the exponent with tACS, as well as other changes not seen in clinical group."
Huntington’s,"Davis, Hill et al",2023,9,10.1016/j.clinph.2023.06.021,Neurophysiological correlates of non-motor symptoms in late premanifest and early-stage manifest huntington's disease,Clinical Neurophysiology,EEG,resting,3m,between,diagnostic,22,48.59 +/- 11.23,20,47.40 +/- 13.90,eBOSC,unclear,-,-,unclear,unclear,∅ clinical vs. control,no,-,-,yes,unstated,Fit range maybe 1-45 Hz.
MS,Akbarian et al,2023,9,10.1002/hbm.26476,The spectral slope as a marker of excitation/inhibition ratio and cognitive functioning in multiple sclerosis,Human Brain Mapping,MEG,resting,8m,between,"diagnostic treatment",95,48 +/- 10,44,47 +/- 11,specparam,20-45,no,no,unclear,unclear,"⬆︎ clinical vs. control ⬆︎ medicated vs unmedicated",yes,cohen’s-d,"0.58 0.51",yes,E/I ratio,Medication that is examined is clinical patients on / off benzodiazepines. Also compare findings across different frequency ranges and find that results hold.
